speaker	text	url	time	seconds_in	seconds_spoken	words_per_min	num_words
President Donald J. Trump 	You’re on tape-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3517.55#	58:37	4982	1	180	3
Chris Wallace 	Mr. Vice President answered his final question.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3518.13#	58:38	4983	3	140	7
Vice President Joe Biden 	The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44].	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3521.82#	58:41	4986	3		14
Chris Wallace 	I’m having a little trouble myself, but…	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3524.21#	58:44	4989	3	140	7
Vice President Joe Biden 	Yeah.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3527.41#	58:47	4992	1		1
Chris Wallace 	And about the economy and about this question of what it’s going to cost.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3528.63#	58:48	4993	4	210	14
Vice President Joe Biden 	The economy-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3532.63#	58:52	4997	1	120	2
Chris Wallace 	The Green New Deal and the idea of what your environmental changes will do-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3533.64#	58:53	4998	4	210	14
Vice President Joe Biden 	The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3537.91#	58:57	5002	8	187.5	25
Chris Wallace 	So, do you support the Green New Deal?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3545.98#	59:05	5010	2	240	8
Vice President Joe Biden 	Pardon me?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3547.8#	59:07	5012	1	120	2
Chris Wallace 	Do you support the-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3548.31#	59:08	5013	0		4
Vice President Joe Biden 	No, I don’t support the Green New Deal.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3548.93#	59:08	5013	2	240	8
President Donald J. Trump 	Oh, you don’t? Oh, well, that’s a big statement.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3550.94#	59:10	5015	2		9
Vice President Joe Biden 	I support [crosstalk 00:05:13]-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3552.58#	59:12	5017	1	240	4
President Donald J. Trump 	You just lost the radical left.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3553.42#	59:13	5018	2	180	6
Vice President Joe Biden 	I support [crosstalk 00:59:17] the Biden plan that I put forward.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3555.68#	59:15	5020	4	165	11
Chris Wallace 	Okay.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3559.38#	59:19	5024	0		1
Vice President Joe Biden 	The Biden plan, which is different than what he calls the radical Green New Deal.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3559.95#	59:19	5024	5	180	15
Chris Wallace 	All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3564.48#	59:24	5029	38	156.315789473684	99
Vice President Joe Biden 	Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3602.97#	60:02	5067	53	209.433962264151	185
Vice President Joe Biden 	Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3655.99#	60:55	5120	57	202.105263157895	192
Chris Wallace 	Mr. President, two minutes.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3712.17#	61:52	5177	1	240	4
President Donald J. Trump 	So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3713.62#	61:53	5178	42	217.142857142857	152
President Donald J. Trump 	He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3755.04#	62:35	5220	47	196.595744680851	154
President Donald J. Trump 	But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states [crosstalk 01:03:58] with that-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3802.51#	63:22	5267	36	203.333333333333	122
Chris Wallace 	Sir.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3838.37#	63:58	5303	0		1
President Donald J. Trump 	… all run by Democrats-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3838.71#	63:58	5303	1		5
Chris Wallace 	Two minutes is two minutes.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3839.64#	63:59	5304	1		5
President Donald J. Trump 	All run by Democrats.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3840.79#	64:00	5305	2	120	4
Chris Wallace 	President Trump-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3842.08#	64:02	5307	0		2
President Donald J. Trump 	It’s a rigged election.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3842.12#	64:02	5307	2	120	4
Chris Wallace 	You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3844.07#	64:04	5309	34	174.705882352941	99
President Donald J. Trump 	Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3878.75#	64:38	5343	21	188.571428571429	66
Chris Wallace 	But what are you going to do about it-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3899.67#	64:59	5364	0		9
President Donald J. Trump 	… left and right.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3899.67#	64:59	5364	1	240	4
Chris Wallace 	There are millions of ballots going out right now. What are you going to do-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3900.49#	65:00	5365	2		15
President Donald J. Trump 	What you do is you go and vote. You do a solicited ballot, and that’s okay-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3902.32#	65:02	5367	3		16
Chris Wallace 	No. No. I know your complaint [crosstalk 01:05:05]. I’m asking you about the fact that millions of people have received-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3905.65#	65:05	5370	3		20
President Donald J. Trump 	You go and vote. You go and vote-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3908.94#	65:08	5373	3	160	8
Chris Wallace 	No. But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3911.18#	65:11	5376	3		21
President Donald J. Trump 	You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3914.24#	65:14	5379	16	217.5	58
Vice President Joe Biden 	There is no [crosstalk 01:05:32]… There is no evidence of that-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3930.53#	65:30	5395	3	220	11
President Donald J. Trump 	This is not going to end well.	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3933#	65:33	5398	1		7
Vice President Joe Biden 	There is no evidence of that-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3934.65#	65:34	5399	0		6
President Donald J. Trump 	This is not going to end well-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3934.95#	65:34	5399	3	140	7
Chris Wallace 	Okay. Vice President Biden, in fact, go ahead, sir-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3937.09#	65:37	5402	0		9
Vice President Joe Biden 	Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What they’re saying is that it has to be a postmark by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3937.11#	65:37	5402	26	161.538461538462	70
President Donald J. Trump 	You’re wrong. You’re wrong [crosstalk 01:06:04]. I love counting the votes [crosstalk 01:06:05]-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3963.1#	66:03	5428	2		13
Chris Wallace 	I want to continue with you on this [crosstalk 01:06:06] Vice President Biden-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3965#	66:05	5430	2		13
President Donald J. Trump 	Chris, he’s so wrong when he makes a statement like that-	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3967.81#	66:07	5432	2		11
Chris Wallace 	No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed [crosstalk 01:06:28] the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?	https://www.rev.com/transcript-editor/shared/Q9Rg-GXXv0j4Lr42SWtShbjYi7XYyidz4UdyhtdMObqUKk7CEp-FSLuVlp1gdJztrCO_rqrjyqj0INo3riGtB9X5rpo?loadFrom=PastedDeeplink&ts=3969.77#	66:09	5434	27	175.555555555555	79
